Order_Id,Customer_Name,Customer_Id,Product_Name,Product_Cost
38767,Pradhan,17,20in Monitor,65999
38768,Neelima,19,iPhone 9,75999
38769,Jaya Chandra,21,Apple iPad 10.2-inch,60000
38770,Tarun,11,34in Ultrawide Monitor,55999
38771,Lavanya,16,Macbook Pro Laptop,75999
38772,Tarun,11,Bose SoundSport Headphones,60000
38773,Jaya Chandra,21,iPhone 9,65999
38774,Karteek,4,LG Mobile,69999
38775,Vinay,10,iPhone 11,50000
38776,Jaya Chandra,21,Apple Airpods Headphones,61000
38777,Daniel,6,27in 4K Gaming Monitor,69999
38778,Nireekshan,1,Apple iPad 10.2-inch,63000
38779,Harsha,5,iPhone 8,60000
38780,Tarun,11,iPhone 7s,69999
38781,Madhurima,7,iPhone 9,65999
38782,Tarun,11,Apple Airpods Headphones,55999
38783,Jaya Chandra,21,Macbook Pro Laptop,75000
38784,Partha,8,Macbook Pro Laptop,63999
38785,Madhurima,7,Google Phone,75000
38786,Daniel,6,LG Mobile,55000
38787,Tarun,11,LG ThinQ Refrigerator ,63000
38788,Kedar,2,LG Washing Machine,69000
38789,Neelima,19,LG Washing Machine,59000
38790,Neelima,19,iPhone 7s,55000
38791,Mohan,24,iPhone 11,63999
38792,Vijay,9,Flatscreen TV,63000
38793,Veeru,3,Bose SoundSport Headphones,75000
38794,Partha,8,Apple iPad 10.2-inch,69999
38795,Harsha,5,27in 4K Gaming Monitor,50000
38796,Veeru,3,Samsung Galaxy S20,55999
38797,Chaithanya,14,iPhone 8,63999
38798,Harsha,5,Google Phone,60000
38799,Shafi,25,27in 4K Gaming Monitor,51999
38800,Madhurima,7,Macbook Pro Laptop,61000
38801,Venu,23,iPhone 8,59000
38802,Chaithanya,14,LG ThinQ Refrigerator ,61000
38803,Harsha,5,Apple iPad 10.2-inch,50000
38804,Madhurima,7,Bose SoundSport Headphones,75000
38805,Shafi,25,LG Mobile,65999
38806,Chaithanya,14,LG Mobile,65000
38807,Siddhu,18,34in Ultrawide Monitor,63000
38808,Neelima,19,27in 4K Gaming Monitor,75999
38809,Madhurima,7,27in 4K Gaming Monitor,75000
38810,Karteek,4,Macbook Pro Laptop,55000
38811,Sumanth,22,Samsung Galaxy S9 Plus,65999
38812,Jaya Chandra,21,iPhone 11,63000
38813,Nireekshan,1,iPhone 8,65999
38814,Mallikarjun,13,iPhone 11,60000
38815,Balaji,12,iPhone 11,61000
38816,Jaya Chandra,21,LG Mobile,61000
38817,Tarun,11,ThinkPad Laptop,65999
38818,Vinay,10,27in FHD Monitor,55999
38819,Tarun,11,34in Ultrawide Monitor,75000
38820,Partha,8,27in FHD Monitor,75000
38821,Balaji,12,iPhone 7s,75000
38822,Venki,15,iPhone 7s,60000
38823,Lavanya,16,20in Monitor,69000
38824,Mallikarjun,13,Bose SoundSport Headphones,61000
38825,Chaithanya,14,27in 4K Gaming Monitor,61000
38826,Madhurima,7,Google Phone,63000
38827,Harsha,5,27in FHD Monitor,63000
38828,Tarun,11,iPhone 7s,65000
38829,Madhurima,7,Google Phone,75999
38830,Kedar,2,Macbook Pro Laptop,69999
38831,Mohan,24,LG Washing Machine,63000
38832,Venu,23,Google Phone,65999
38833,Mallikarjun,13,Bose SoundSport Headphones,75999
38834,Madhurima,7,27in 4K Gaming Monitor,75999
38835,Lavanya,16,20in Monitor,65999
38836,Madhurima,7,iPhone 11,60000
38837,Venu,23,27in 4K Gaming Monitor,65999
38838,Jaya Chandra,21,iPhone 7s,75999
38839,Venu,23,Macbook Pro Laptop,63999
38840,Partha,8,34in Ultrawide Monitor,63999
38841,Venki,15,20in Monitor,55000
38842,Siddhu,18,Apple iPad 10.2-inch,63999
38843,Vijay,9,Apple Airpods Headphones,59000
38844,Partha,8,iPhone 9,60000
38845,Tarun,11,iPhone 11,55999
38846,Chaithanya,14,LG Washing Machine,50000
38847,Karteek,4,27in 4K Gaming Monitor,61000
38848,Harsha,5,LG ThinQ Refrigerator ,55000
38849,Daniel,6,LG Mobile,75999
38850,Madhurima,7,iPhone 11,60000
38851,Jaya Chandra,21,34in Ultrawide Monitor,65000
38852,Neelima,19,ThinkPad Laptop,63000
38853,Harsha,5,27in FHD Monitor,63000
38854,Karteek,4,Flatscreen TV,65000
38855,Shahid,20,Flatscreen TV,75999
38856,Mallikarjun,13,iPhone 8,65000
38857,Chaithanya,14,LG Washing Machine,61000
38858,Vinay,10,Apple iPad 10.2-inch,63000
38859,Kedar,2,27in 4K Gaming Monitor,59000
38860,Madhurima,7,LG Washing Machine,69000
38861,Shahid,20,LG Mobile,69999
38862,Partha,8,Macbook Pro Laptop,69000
38863,Nireekshan,1,iPhone 7s,61000
38864,Kedar,2,34in Ultrawide Monitor,75999
38865,Harsha,5,34in Ultrawide Monitor,61000
38866,Vinay,10,Samsung Galaxy S20,69999
38867,Venu,23,LG Mobile,69000
38868,Vinay,10,iPhone 8,69999
38869,Balaji,12,ThinkPad Laptop,69999
38870,Karteek,4,iPhone 9,69000
38871,Harsha,5,Google Phone,59000
38872,Pradhan,17,Google Phone,61000
38873,Shafi,25,LG Mobile,60000
38874,Nireekshan,1,Google Phone,61000
38875,Madhurima,7,LG Washing Machine,65999
38876,Karteek,4,LG ThinQ Refrigerator ,51999
38877,Partha,8,LG Washing Machine,63000
38878,Venu,23,Flatscreen TV,60000
38879,Siddhu,18,34in Ultrawide Monitor,51999
38880,Balaji,12,Apple iPad 10.2-inch,61000
38881,Vinay,10,Samsung Galaxy S9 Plus,55000
38882,Pradhan,17,27in FHD Monitor,60000
38883,Shafi,25,Samsung Galaxy S20,63999
38884,Karteek,4,Apple iPad 10.2-inch,75000
38885,Karteek,4,LG ThinQ Refrigerator ,65999
38886,Kedar,2,Samsung Galaxy S9 Plus,75999
38887,Harsha,5,Apple iPad 10.2-inch,60000
38888,Siddhu,18,Samsung Galaxy S9 Plus,51999
38889,Harsha,5,iPhone 9,60000
38890,Chaithanya,14,ThinkPad Laptop,69000
38891,Venki,15,LG Washing Machine,60000
38892,Harsha,5,Google Phone,63000
38893,Vijay,9,34in Ultrawide Monitor,69999
38894,Karteek,4,LG ThinQ Refrigerator ,55999
38895,Venu,23,iPhone 8,55000
38896,Siddhu,18,34in Ultrawide Monitor,65000
38897,Venu,23,Macbook Pro Laptop,65000
38898,Harsha,5,Apple iPad 10.2-inch,63999
38899,Madhurima,7,27in 4K Gaming Monitor,60000
38900,Karteek,4,ThinkPad Laptop,65000
38901,Sumanth,22,27in FHD Monitor,55999
38902,Pradhan,17,Google Phone,63999
38903,Balaji,12,LG Mobile,65000
38904,Shahid,20,Flatscreen TV,75999
38905,Mallikarjun,13,LG Washing Machine,63999
38906,Venu,23,Samsung Galaxy S20,69000
38907,Shahid,20,Apple Airpods Headphones,65000
38908,Venu,23,Samsung Galaxy S9 Plus,55999
38909,Vijay,9,LG Washing Machine,69000
38910,Sumanth,22,iPhone 9,50000
38911,Jaya Chandra,21,Apple iPad 10.2-inch,50000
38912,Mallikarjun,13,20in Monitor,65999
38913,Vijay,9,Google Phone,61000
38914,Partha,8,Flatscreen TV,50000
38915,Balaji,12,Samsung Galaxy S20,65999
38916,Mallikarjun,13,LG Mobile,60000
38917,Pradhan,17,Bose SoundSport Headphones,60000
38918,Balaji,12,Samsung Galaxy S20,69999
38919,Sumanth,22,27in 4K Gaming Monitor,55999
38920,Veeru,3,LG ThinQ Refrigerator ,75999
38921,Tarun,11,iPhone 7s,75999
38922,Vijay,9,27in FHD Monitor,50000
38923,Partha,8,iPhone 9,51999
38924,Nireekshan,1,iPhone 9,59000
38925,Shahid,20,Macbook Pro Laptop,50000
38926,Karteek,4,LG Washing Machine,60000
38927,Daniel,6,Samsung Galaxy S20,59000
38928,Pradhan,17,Samsung Galaxy S9 Plus,65999
38929,Sumanth,22,27in FHD Monitor,60000
38930,Nireekshan,1,20in Monitor,65999
38931,Harsha,5,iPhone 11,61000
38932,Mohan,24,Samsung Galaxy S9 Plus,65000
38933,Mohan,24,34in Ultrawide Monitor,59000
38934,Kedar,2,Samsung Galaxy S9 Plus,61000
38935,Balaji,12,ThinkPad Laptop,63999
38936,Venki,15,Bose SoundSport Headphones,60000
38937,Karteek,4,20in Monitor,69000
38938,Sumanth,22,iPhone 9,59000
38939,Nireekshan,1,27in FHD Monitor,65999
38940,Mallikarjun,13,ThinkPad Laptop,60000
38941,Vinay,10,Apple Airpods Headphones,65999
38942,Daniel,6,Flatscreen TV,75000
38943,Mohan,24,Samsung Galaxy S9 Plus,55999
38944,Sumanth,22,LG Mobile,75000
38945,Harsha,5,Google Phone,69000
38946,Venu,23,LG ThinQ Refrigerator ,55999
38947,Venki,15,LG Mobile,55999
38948,Tarun,11,Samsung Galaxy S20,63000
38949,Balaji,12,Samsung Galaxy S9 Plus,63999
38950,Chaithanya,14,iPhone 8,63000
38951,Shahid,20,Apple Airpods Headphones,69000
38952,Nireekshan,1,iPhone 8,65999
38953,Tarun,11,Flatscreen TV,69999
38954,Lavanya,16,iPhone 11,75000
38955,Vinay,10,Bose SoundSport Headphones,75999
38956,Nireekshan,1,ThinkPad Laptop,51999
38957,Nireekshan,1,Apple iPad 10.2-inch,55000
38958,Mallikarjun,13,34in Ultrawide Monitor,55000
38959,Jaya Chandra,21,Bose SoundSport Headphones,63000
38960,Venki,15,Samsung Galaxy S20,75999
38961,Lavanya,16,iPhone 9,63999
38962,Veeru,3,Apple iPad 10.2-inch,63999
38963,Venu,23,20in Monitor,50000
38964,Neelima,19,27in FHD Monitor,69999
38965,Lavanya,16,20in Monitor,55999
38966,Mallikarjun,13,iPhone 11,61000
38967,Nireekshan,1,27in 4K Gaming Monitor,55999
38968,Shahid,20,Samsung Galaxy S9 Plus,51999
38969,Veeru,3,LG Mobile,75000
38970,Lavanya,16,LG ThinQ Refrigerator ,75999
38971,Venu,23,Macbook Pro Laptop,69000
38972,Balaji,12,34in Ultrawide Monitor,51999
38973,Partha,8,LG Washing Machine,63000
38974,Tarun,11,20in Monitor,50000
38975,Daniel,6,iPhone 7s,75000
38976,Lavanya,16,LG ThinQ Refrigerator ,63999
38977,Karteek,4,LG Mobile,63000
38978,Jaya Chandra,21,27in 4K Gaming Monitor,63999
38979,Harsha,5,iPhone 8,69000
38980,Tarun,11,Apple Airpods Headphones,51999
38981,Balaji,12,Flatscreen TV,65999
38982,Lavanya,16,Flatscreen TV,75000
38983,Veeru,3,iPhone 7s,50000
38984,Shahid,20,Bose SoundSport Headphones,60000
38985,Pradhan,17,20in Monitor,63000
38986,Sumanth,22,Bose SoundSport Headphones,61000
38987,Mallikarjun,13,Bose SoundSport Headphones,55000
38988,Pradhan,17,20in Monitor,65999
38989,Jaya Chandra,21,LG ThinQ Refrigerator ,50000
38990,Partha,8,Apple iPad 10.2-inch,69000
38991,Daniel,6,iPhone 7s,65999
38992,Shafi,25,Google Phone,65999
38993,Partha,8,iPhone 9,51999
38994,Sumanth,22,iPhone 7s,65999
38995,Madhurima,7,LG Washing Machine,63000
38996,Harsha,5,27in 4K Gaming Monitor,51999
38997,Nireekshan,1,Samsung Galaxy S20,63999
38998,Chaithanya,14,34in Ultrawide Monitor,55000
38999,Nireekshan,1,Apple iPad 10.2-inch,65999
39000,Daniel,6,Apple iPad 10.2-inch,63999
39001,Shahid,20,LG Washing Machine,51999
39002,Balaji,12,27in FHD Monitor,60000
39003,Lavanya,16,ThinkPad Laptop,69999
39004,Lavanya,16,ThinkPad Laptop,63999
39005,Chaithanya,14,Google Phone,59000
39006,Madhurima,7,27in 4K Gaming Monitor,61000
39007,Chaithanya,14,20in Monitor,65999
39008,Mohan,24,Bose SoundSport Headphones,50000
39009,Siddhu,18,20in Monitor,69000
39010,Neelima,19,20in Monitor,65999
39011,Siddhu,18,Google Phone,55999
39012,Venu,23,Google Phone,69999
39013,Veeru,3,27in FHD Monitor,75999
39014,Pradhan,17,LG Mobile,65999
39015,Venu,23,Apple iPad 10.2-inch,65000
39016,Jaya Chandra,21,Samsung Galaxy S9 Plus,65000
39017,Lavanya,16,Flatscreen TV,50000
39018,Nireekshan,1,20in Monitor,51999
39019,Sumanth,22,Flatscreen TV,63000
39020,Mallikarjun,13,27in FHD Monitor,63999
39021,Vijay,9,LG Mobile,50000
39022,Harsha,5,34in Ultrawide Monitor,59000
39023,Veeru,3,ThinkPad Laptop,69000
39024,Tarun,11,LG Washing Machine,69000
39025,Siddhu,18,LG ThinQ Refrigerator ,55000
39026,Kedar,2,27in FHD Monitor,69000
39027,Mohan,24,LG ThinQ Refrigerator ,69000
39028,Balaji,12,Flatscreen TV,75999
39029,Daniel,6,iPhone 11,65000
39030,Shafi,25,Apple iPad 10.2-inch,59000
39031,Chaithanya,14,Bose SoundSport Headphones,60000
39032,Partha,8,LG Washing Machine,65000
39033,Chaithanya,14,LG Mobile,50000
39034,Neelima,19,iPhone 7s,55999
39035,Sumanth,22,20in Monitor,55000
39036,Shafi,25,Bose SoundSport Headphones,63999
39037,Venki,15,iPhone 11,55999
39038,Kedar,2,ThinkPad Laptop,69000
39039,Venu,23,iPhone 11,75000
39040,Nireekshan,1,iPhone 7s,69000
39041,Mohan,24,Flatscreen TV,63000
39042,Vinay,10,LG Mobile,61000
39043,Venki,15,ThinkPad Laptop,65000
39044,Venki,15,Macbook Pro Laptop,65000
39045,Shafi,25,20in Monitor,59000
39046,Venki,15,Flatscreen TV,63999
39047,Chaithanya,14,Samsung Galaxy S9 Plus,60000
39048,Balaji,12,LG Mobile,51999
39049,Vijay,9,Apple Airpods Headphones,51999
39050,Madhurima,7,Samsung Galaxy S20,50000
39051,Kedar,2,Samsung Galaxy S9 Plus,59000
39052,Harsha,5,Flatscreen TV,63999
39053,Siddhu,18,27in FHD Monitor,65999
39054,Chaithanya,14,Apple Airpods Headphones,75999
39055,Karteek,4,Flatscreen TV,55000
39056,Siddhu,18,Samsung Galaxy S9 Plus,63000
39057,Venu,23,LG Mobile,51999
39058,Harsha,5,iPhone 9,75999
39059,Chaithanya,14,iPhone 8,60000
39060,Shafi,25,Flatscreen TV,75000
39061,Pradhan,17,LG Washing Machine,75000
39062,Lavanya,16,Google Phone,50000
39063,Vinay,10,34in Ultrawide Monitor,75000
39064,Kedar,2,iPhone 7s,50000
39065,Lavanya,16,LG ThinQ Refrigerator ,61000
39066,Siddhu,18,20in Monitor,63000
39067,Kedar,2,Apple iPad 10.2-inch,65999
39068,Shafi,25,20in Monitor,65000
39069,Neelima,19,27in 4K Gaming Monitor,61000
39070,Madhurima,7,Macbook Pro Laptop,63000
39071,Veeru,3,Samsung Galaxy S9 Plus,65999
39072,Shafi,25,Bose SoundSport Headphones,75999
39073,Venu,23,Flatscreen TV,50000
39074,Jaya Chandra,21,Samsung Galaxy S20,50000
39075,Mohan,24,LG Washing Machine,59000
39076,Sumanth,22,Bose SoundSport Headphones,65999
39077,Vijay,9,27in FHD Monitor,75999
39078,Neelima,19,Flatscreen TV,55000
39079,Mohan,24,LG Washing Machine,63000
39080,Karteek,4,Apple iPad 10.2-inch,61000
39081,Venu,23,iPhone 11,50000
39082,Shafi,25,34in Ultrawide Monitor,51999
39083,Sumanth,22,LG Mobile,60000
39084,Harsha,5,LG Mobile,63999
39085,Sumanth,22,iPhone 11,75999
39086,Chaithanya,14,iPhone 9,69999
39087,Nireekshan,1,34in Ultrawide Monitor,55000
39088,Lavanya,16,Macbook Pro Laptop,65999
39089,Nireekshan,1,Apple iPad 10.2-inch,60000
39090,Vinay,10,34in Ultrawide Monitor,75000
39091,Mohan,24,iPhone 11,65000
39092,Mohan,24,iPhone 11,61000
39093,Nireekshan,1,Bose SoundSport Headphones,60000
39094,Karteek,4,Bose SoundSport Headphones,69999
39095,Shafi,25,20in Monitor,50000
39096,Mallikarjun,13,Macbook Pro Laptop,55000
39097,Venki,15,Apple iPad 10.2-inch,59000
39098,Nireekshan,1,27in FHD Monitor,63000
39099,Venu,23,Apple iPad 10.2-inch,65999
39100,Jaya Chandra,21,Bose SoundSport Headphones,61000
39101,Veeru,3,Google Phone,75999
39102,Sumanth,22,LG ThinQ Refrigerator ,65999
39103,Vijay,9,Samsung Galaxy S9 Plus,63000
39104,Venu,23,iPhone 8,60000
39105,Pradhan,17,34in Ultrawide Monitor,65999
39106,Partha,8,LG ThinQ Refrigerator ,75999
39107,Kedar,2,Flatscreen TV,63000
39108,Venu,23,Google Phone,63000
39109,Vijay,9,Google Phone,59000
39110,Karteek,4,LG ThinQ Refrigerator ,65999
39111,Vinay,10,iPhone 9,65999
39112,Tarun,11,Apple Airpods Headphones,69000
39113,Balaji,12,LG ThinQ Refrigerator ,55999
39114,Shahid,20,27in FHD Monitor,69000
39115,Vinay,10,LG Mobile,65999
39116,Shafi,25,34in Ultrawide Monitor,55000
39117,Venu,23,Apple iPad 10.2-inch,69000
39118,Siddhu,18,Flatscreen TV,55000
39119,Tarun,11,27in 4K Gaming Monitor,61000
39120,Madhurima,7,LG ThinQ Refrigerator ,55000
39121,Venu,23,27in FHD Monitor,60000
39122,Nireekshan,1,Apple iPad 10.2-inch,50000
39123,Partha,8,Bose SoundSport Headphones,65000
39124,Madhurima,7,Samsung Galaxy S20,65999
39125,Daniel,6,LG Washing Machine,61000
39126,Karteek,4,iPhone 7s,61000
39127,Vijay,9,ThinkPad Laptop,55999
39128,Daniel,6,Samsung Galaxy S9 Plus,69000
39129,Jaya Chandra,21,LG Washing Machine,55999
39130,Daniel,6,20in Monitor,63999
39131,Neelima,19,Apple iPad 10.2-inch,55999
39132,Neelima,19,34in Ultrawide Monitor,51999
39133,Tarun,11,ThinkPad Laptop,55000
39134,Balaji,12,Apple Airpods Headphones,61000
39135,Daniel,6,34in Ultrawide Monitor,63999
39136,Balaji,12,Samsung Galaxy S9 Plus,55000
39137,Mallikarjun,13,LG Mobile,63000
39138,Partha,8,Google Phone,65999
39139,Pradhan,17,34in Ultrawide Monitor,69999
39140,Jaya Chandra,21,LG Mobile,51999
39141,Jaya Chandra,21,iPhone 7s,75999
39142,Harsha,5,27in 4K Gaming Monitor,55999
39143,Tarun,11,Apple iPad 10.2-inch,59000
39144,Vinay,10,LG ThinQ Refrigerator ,60000
39145,Lavanya,16,Flatscreen TV,75000
39146,Daniel,6,LG ThinQ Refrigerator ,60000
39147,Vijay,9,Apple Airpods Headphones,69000
39148,Lavanya,16,iPhone 8,55999
39149,Vijay,9,27in FHD Monitor,75000
39150,Madhurima,7,LG Mobile,61000
39151,Tarun,11,Apple iPad 10.2-inch,63000
39152,Pradhan,17,27in 4K Gaming Monitor,75999
39153,Venki,15,Flatscreen TV,63999
39154,Vinay,10,iPhone 11,59000
39155,Shafi,25,Samsung Galaxy S9 Plus,69000
39156,Balaji,12,Bose SoundSport Headphones,69999
39157,Karteek,4,20in Monitor,55999
39158,Lavanya,16,Bose SoundSport Headphones,69000
39159,Vinay,10,34in Ultrawide Monitor,63000
39160,Vinay,10,iPhone 11,60000
39161,Nireekshan,1,Samsung Galaxy S9 Plus,60000
39162,Karteek,4,Macbook Pro Laptop,63999
39163,Venu,23,Samsung Galaxy S20,65000
39164,Harsha,5,LG Mobile,75999
39165,Mohan,24,LG ThinQ Refrigerator ,61000
39166,Vijay,9,iPhone 11,59000
39167,Lavanya,16,iPhone 9,75000
39168,Neelima,19,34in Ultrawide Monitor,69000
39169,Chaithanya,14,LG ThinQ Refrigerator ,75000
39170,Vijay,9,34in Ultrawide Monitor,75999
39171,Harsha,5,iPhone 9,63999
39172,Sumanth,22,Samsung Galaxy S20,63000
39173,Madhurima,7,LG ThinQ Refrigerator ,69999
39174,Neelima,19,ThinkPad Laptop,69999
39175,Venu,23,Samsung Galaxy S20,63999
39176,Venki,15,ThinkPad Laptop,61000
39177,Harsha,5,iPhone 7s,63000
39178,Shahid,20,Apple iPad 10.2-inch,60000
39179,Balaji,12,Apple iPad 10.2-inch,61000
39180,Daniel,6,iPhone 11,60000
39181,Daniel,6,Samsung Galaxy S9 Plus,65999
39182,Sumanth,22,iPhone 8,55999
39183,Chaithanya,14,Apple iPad 10.2-inch,55999
39184,Venki,15,Apple Airpods Headphones,63000
39185,Shafi,25,iPhone 8,63000
39186,Shafi,25,27in FHD Monitor,75999
39187,Sumanth,22,LG Washing Machine,55000
39188,Balaji,12,20in Monitor,69000
39189,Venki,15,27in FHD Monitor,55000
39190,Harsha,5,27in FHD Monitor,69999
39191,Veeru,3,ThinkPad Laptop,63000
39192,Siddhu,18,Apple Airpods Headphones,63000
39193,Daniel,6,iPhone 9,59000
39194,Chaithanya,14,27in FHD Monitor,63000
39195,Jaya Chandra,21,Bose SoundSport Headphones,55000
39196,Veeru,3,34in Ultrawide Monitor,75999
39197,Shafi,25,Samsung Galaxy S20,59000
39198,Venu,23,34in Ultrawide Monitor,50000
39199,Vijay,9,LG Mobile,55000
39200,Venki,15,Flatscreen TV,55000
39201,Daniel,6,34in Ultrawide Monitor,55999
39202,Siddhu,18,27in 4K Gaming Monitor,69999
39203,Daniel,6,Apple iPad 10.2-inch,55000
39204,Madhurima,7,iPhone 7s,69000
39205,Kedar,2,27in 4K Gaming Monitor,60000
39206,Veeru,3,Macbook Pro Laptop,50000
39207,Daniel,6,Samsung Galaxy S20,63999
39208,Shahid,20,Samsung Galaxy S9 Plus,61000
39209,Mallikarjun,13,iPhone 7s,60000
39210,Venu,23,Apple Airpods Headphones,50000
39211,Neelima,19,LG Washing Machine,65000
39212,Tarun,11,LG Mobile,63999
39213,Balaji,12,LG Mobile,51999
39214,Daniel,6,Bose SoundSport Headphones,75000
39215,Vinay,10,ThinkPad Laptop,55000
39216,Pradhan,17,Samsung Galaxy S9 Plus,75000
39217,Mohan,24,20in Monitor,63999
39218,Tarun,11,iPhone 8,75000
39219,Vijay,9,iPhone 9,55000
39220,Siddhu,18,Apple Airpods Headphones,60000
39221,Veeru,3,Samsung Galaxy S9 Plus,51999
39222,Neelima,19,Apple Airpods Headphones,75999
39223,Tarun,11,Apple iPad 10.2-inch,59000
39224,Daniel,6,Samsung Galaxy S20,69000
39225,Kedar,2,Google Phone,75000
39226,Jaya Chandra,21,Samsung Galaxy S20,50000
39227,Vijay,9,34in Ultrawide Monitor,55000
39228,Vijay,9,Samsung Galaxy S20,65000
39229,Chaithanya,14,Bose SoundSport Headphones,65999
39230,Daniel,6,LG Mobile,75999
39231,Chaithanya,14,iPhone 8,75000
39232,Harsha,5,27in FHD Monitor,65000
39233,Vinay,10,Apple Airpods Headphones,55999
39234,Sumanth,22,27in FHD Monitor,63999
39235,Madhurima,7,34in Ultrawide Monitor,59000
39236,Venki,15,iPhone 8,50000
39237,Pradhan,17,Macbook Pro Laptop,65999
39238,Nireekshan,1,Apple iPad 10.2-inch,65999
39239,Madhurima,7,34in Ultrawide Monitor,75999
39240,Balaji,12,iPhone 8,69000
39241,Vinay,10,20in Monitor,65000
39242,Daniel,6,iPhone 8,75000
39243,Chaithanya,14,27in 4K Gaming Monitor,59000
39244,Chaithanya,14,LG Mobile,75999
39245,Tarun,11,LG ThinQ Refrigerator ,63999
39246,Siddhu,18,27in 4K Gaming Monitor,65999
39247,Mohan,24,20in Monitor,59000
39248,Balaji,12,iPhone 11,50000
39249,Madhurima,7,Google Phone,59000
39250,Madhurima,7,20in Monitor,69000
39251,Vinay,10,Samsung Galaxy S20,65999
39252,Vinay,10,Bose SoundSport Headphones,69999
39253,Nireekshan,1,Bose SoundSport Headphones,63000
39254,Venki,15,ThinkPad Laptop,65999
39255,Vijay,9,Apple Airpods Headphones,61000
39256,Tarun,11,Apple Airpods Headphones,69999
39257,Veeru,3,iPhone 9,55000
39258,Mohan,24,Samsung Galaxy S9 Plus,63999
39259,Nireekshan,1,Samsung Galaxy S9 Plus,65999
39260,Harsha,5,34in Ultrawide Monitor,60000
39261,Chaithanya,14,iPhone 8,55999
39262,Shahid,20,iPhone 11,65000
39263,Tarun,11,Apple iPad 10.2-inch,60000
39264,Mallikarjun,13,27in FHD Monitor,61000
39265,Tarun,11,ThinkPad Laptop,65000
39266,Chaithanya,14,iPhone 8,55000
39267,Pradhan,17,Bose SoundSport Headphones,75000
39268,Pradhan,17,Samsung Galaxy S9 Plus,63999
39269,Siddhu,18,27in FHD Monitor,65999
39270,Karteek,4,34in Ultrawide Monitor,65999
39271,Partha,8,Flatscreen TV,61000
39272,Harsha,5,Flatscreen TV,65999
39273,Veeru,3,20in Monitor,69000
39274,Chaithanya,14,Samsung Galaxy S9 Plus,61000
39275,Harsha,5,Flatscreen TV,69000
39276,Vijay,9,Bose SoundSport Headphones,55000
39277,Venki,15,iPhone 8,55000
39278,Vinay,10,27in FHD Monitor,69000
39279,Harsha,5,LG Mobile,65999
39280,Jaya Chandra,21,Flatscreen TV,63000
39281,Chaithanya,14,Bose SoundSport Headphones,65999
39282,Sumanth,22,iPhone 9,63999
39283,Karteek,4,Macbook Pro Laptop,61000
39284,Kedar,2,Samsung Galaxy S20,55999
39285,Veeru,3,LG Mobile,60000
39286,Partha,8,iPhone 11,55999
39287,Vinay,10,iPhone 9,61000
39288,Veeru,3,Flatscreen TV,65999
39289,Balaji,12,Flatscreen TV,63000
39290,Jaya Chandra,21,Google Phone,75000
39291,Madhurima,7,Samsung Galaxy S9 Plus,65000
39292,Shafi,25,27in FHD Monitor,63000
39293,Madhurima,7,Apple iPad 10.2-inch,69999
39294,Karteek,4,Macbook Pro Laptop,55000
39295,Lavanya,16,iPhone 7s,65999
39296,Balaji,12,Samsung Galaxy S20,63000
39297,Karteek,4,LG ThinQ Refrigerator ,55999
39298,Kedar,2,Apple Airpods Headphones,65999
39299,Vijay,9,ThinkPad Laptop,65999
39300,Venki,15,34in Ultrawide Monitor,65999
39301,Lavanya,16,Samsung Galaxy S9 Plus,51999
39302,Lavanya,16,27in 4K Gaming Monitor,55000
39303,Shafi,25,LG Washing Machine,61000
39304,Lavanya,16,Apple Airpods Headphones,69999
39305,Veeru,3,Samsung Galaxy S20,51999
39306,Lavanya,16,iPhone 7s,59000
39307,Venki,15,27in 4K Gaming Monitor,50000
39308,Vijay,9,Bose SoundSport Headphones,51999
39309,Neelima,19,LG ThinQ Refrigerator ,63999
39310,Harsha,5,Flatscreen TV,65999
39311,Partha,8,iPhone 9,51999
39312,Lavanya,16,Google Phone,55999
39313,Pradhan,17,27in 4K Gaming Monitor,63999
39314,Kedar,2,Bose SoundSport Headphones,59000
39315,Nireekshan,1,Bose SoundSport Headphones,50000
39316,Vinay,10,Samsung Galaxy S20,65000
39317,Jaya Chandra,21,iPhone 9,65000
39318,Nireekshan,1,Samsung Galaxy S9 Plus,65999
39319,Lavanya,16,Apple iPad 10.2-inch,65999
39320,Shahid,20,Apple iPad 10.2-inch,55000
39321,Shahid,20,27in FHD Monitor,75000
39322,Shafi,25,Samsung Galaxy S20,65000
39323,Partha,8,Bose SoundSport Headphones,55000
39324,Pradhan,17,20in Monitor,59000
39325,Venki,15,Samsung Galaxy S9 Plus,69999
39326,Sumanth,22,ThinkPad Laptop,75000
39327,Karteek,4,Google Phone,63000
39328,Vijay,9,iPhone 8,69999
39329,Jaya Chandra,21,iPhone 7s,55000
39330,Balaji,12,iPhone 9,69000
39331,Veeru,3,27in FHD Monitor,63000
39332,Mallikarjun,13,Samsung Galaxy S9 Plus,63999
39333,Veeru,3,34in Ultrawide Monitor,65999
39334,Daniel,6,LG Mobile,63000
39335,Vijay,9,LG Washing Machine,55999
39336,Partha,8,Google Phone,51999
39337,Balaji,12,Bose SoundSport Headphones,60000
39338,Venki,15,iPhone 9,61000
39339,Karteek,4,iPhone 11,65999
39340,Harsha,5,Apple Airpods Headphones,55000
39341,Balaji,12,Bose SoundSport Headphones,51999
39342,Pradhan,17,27in FHD Monitor,75000
39343,Vijay,9,LG Washing Machine,65999
39344,Lavanya,16,27in 4K Gaming Monitor,65999
39345,Shahid,20,Apple iPad 10.2-inch,50000
